Steenbergen 	0851 	Noord-Brabant 	24.582 	146,43 	168 	15,3% 	11,4% 	3,8% 		
Steenwijkerland 	1708 	Overijssel 	45.383 	288,27 	157 	8,8% 	4,7% 	4,1% 		
Stein 	0971 	Limburg 	24.783 	21,08 	1.176 	14,3% 	10,8% 	3,5% 		
Stichtse Vecht 	1904 	Utrecht 	65.755 	96,10 	684 	18,8% 	9,2% 	9,6% 		
Súdwest-Fryslân 	1900 	Friesland 	90.873 	523,01 	174 	9,3% 	5,1% 	4,2% 		
Terneuzen 	0715 	Zeeland 	54.990 	250,38 	220 	28,0% 	19,8% 	8,2% 		
Terschelling 	0093 	Friesland 	4.890 	85,26 	57 	7,9% 	6,0% 	1,9% 		
Texel 	0448 	Noord-Holland 	13.950 	162,00 	86 	11,0% 	7,2% 	3,8% 		
Teylingen 	1525 	Zuid-Holland 	38.521 	28,38 	1.357 	16,3% 	9,6% 	6,7% 		
Tholen 	0716 	Zeeland 	26.793 	146,71 	183 	9,4% 	5,7% 	3,7% 		
Tiel 	0281 	Gelderland 	42.672 	32,88 	1.298 	27,0% 	10,9% 	16,2% 		
Tietjerksteradeel 	0737 	Friesland 	32.441 	148,86 	218 	6,5% 	3,2% 	3,3% 		
Tilburg 	0855 	Noord-Brabant 	227.794 	116,17 	1.961 	28,8% 	12,2% 	16,6% 		
Tubbergen 	0183 	Overijssel 	21.413 	147,00 	146 	4,7% 	3,3% 	1,4% 		
Twenterand 	1700 	Overijssel 	33.867 	106,17 	319 	5,4% 	3,1% 	2,3% 		
Tynaarlo 	1730 	Drenthe 	34.603 	143,00 	242 	8,8% 	5,3% 	3,5% 		
Uitgeest 	0450 	Noord-Holland 	13.441 	19,16 	702 	12,6% 	6,9% 	5,7% 		
Uithoorn 	0451 	Noord-Holland 	31.406 	18,14 	1.731 	27,1% 	12,3% 	14,7% 		
Urk 	0184 	Flevoland 	21.847 	13,15 	1.661 	4,2% 	1,6% 	2,5% 		
Utrecht 	0344 	Utrecht 	368.024 	93,83 	3.922 	36,1% 	12,2% 	23,9% 		
Utrechtse Heuvelrug 	1581 	Utrecht 	50.353 	132,01 	381 	15,8% 	8,5% 	7,3% 		
Vaals 	0981 	Limburg 	10.173 	23,89 	426 	52,1% 	46,8% 	5,3% 		
Valkenburg aan de Geul 	0994 	Limburg 	16.456 	36,73 	448 	15,0% 	11,5% 	3,5% 		
Valkenswaard 	0858 	Noord-Brabant 	31.548 	54,92 	574 	14,5% 	9,6% 	5,0% 		
Veendam 	0047 	Groningen 	27.620 	76,00 	363 	13,1% 	5,4% 	7,7% 		
Veenendaal 	0345 	Utrecht 	68.563 	19,46 	3.523 	18,6% 	6,1% 	12,5% 		
Veere 	0717 	Zeeland 	22.071 	132,56 	166 	8,8% 	6,2% 	2,6% 		
Veldhoven 	0861 	Noord-Brabant 	46.452 	31,69 	1.466 	18,4% 	10,4% 	8,0% 		
Velsen 	0453 	Noord-Holland 	68.857 	45,20 	1.523 	19,5% 	9,9% 	9,6% 		
Venlo 	0983 	Limburg 	103.312 	124,25 	831 	28,9% 	16,7% 	12,2% 		
Venray 	0984 	Limburg 	44.648 	163,27 	273 	20,8% 	11,5% 	9,3% 		
Vijfheerenlanden 	1961 	Utrecht 	60.184 	146,41 	411 	17,0% 	6,3% 	10,7% 		
Vlaardingen 	0622 	Zuid-Holland 	75.126 	23,57 	3.187 	32,1% 	10,7% 	21,4% 		
Dijk en Waard 	1980 	Noord-Holland 	89.087 	62,09 	1.435 	34,5% 	15,6% 	18,9% 		
Gilze en Rijen 	0784 	Noord-Brabant 	26.939 	65,38 	412 	17,0% 	7,9% 	9,1% 		29,4
Gooise Meren 	1942 	Noord-Holland 	60.423 	41,59 	1.453 	21,7% 	12,5% 	9,2% 		38,2
Hulst 	0677 	Zeeland 	27.586 	201,71 	137 	28,7% 	25,4% 	3,3% 	Hulst 	
Maashorst 	1991 	Noord-Brabant 	58.934 	138,24 	426 	% 	% 	% 		
Molenlanden 	1978 	Zuid-Holland 	45.143 	181,73 	248 	7,0% 	4,0% 	2,9% 		
Voorne aan Zee 	1992 	Zuid-Holland 	73.993 	174,81 	607 					
West Betuwe 	1960 	Gelderland 	52.742 	216,12 	244 	9,6% 	5,6% 	4,0% 		
Vlieland 	0096 	Friesland 	1.254 	39,15 	32 	15,2% 	13,2% 	2,1% 		
Vlissingen 	0718 	Zeeland 	45.182 	34,31 	1.317 	26,6% 	14,4% 	12,2% 		
Voerendaal 	0986 	Limburg 	12.419 	31,51 	394 	14,0% 	10,6% 	3,4% 		
Voorschoten 	0626 	Zuid-Holland 	25.585 	11,14 	2.297 	22,6% 	13,1% 	9,5% 		
Voorst 	0285 	Gelderland 	25.227 	122,97 	205 	8,3% 	4,9% 	3,4% 		
Vught 	0865 	Noord-Brabant 	32.113 	33,75 	951 	14,3% 	9,2% 	5,2% 		
Waadhoeke 	1949 	Friesland 	46.800 	284,86 	164 	9,1% 	5,5% 	3,6% 		
Waalre 	0866 	Noord-Brabant 	17.965 	22,39 	802 	17,5% 	11,1% 	6,5% 		
Waalwijk 	0867 	Noord-Brabant 	49.934 	64,58 	773 	19,0% 	10,2% 	8,8% 		
Waddinxveen 	0627 	Zuid-Holland 	32.690 	27,77 	1.177 	17,5% 	8,0% 	9,5% 		
Wageningen 	0289 	Gelderland 	41.098 	30,42 	1.351 	28,1% 	14,0% 	14,2% 		
Wassenaar 	0629 	Zuid-Holland 	27.131 	51,11 	531 	34,3% 	21,9% 	12,3% 		
Waterland 	0852 	Noord-Holland 	17.623 	52,11 	338 	13,5% 	7,7% 	5,8% 		
Weert 	0988 	Limburg 	50.874 	104,32 	488 	22,2% 	11,5% 	10,7% 		
West Maas en Waal 	0668 	Gelderland 	20.082 	76,76 	262 	8,5% 	5,5% 	2,9% 		
Westerkwartier 	1969 	Groningen 	64.984 	362,69 	179 	7,3% 	4,3% 	3,0% 		
Westerveld 	1701 	Drenthe 	19.858 	278,35 	71 	6,4% 	4,2% 	2,2% 		
Westervoort 	0293 	Gelderland 	15.115 	7,03 	2.150 	18,6% 	9,3% 	9,4% 		
Westerwolde 	1950 	Groningen 	26.331 	275,67 	96 	13,0% 	6,1% 	6,9% 		
Westland 	1783 	Zuid-Holland 	114.996 	81,27 	1.415 	16,0% 	9,2% 	6,8% 		
Weststellingwerf 	0098 	Friesland 	26.500 	220,30 	120 	7,8% 	4,1% 	3,8% 		
Wierden 	0189 	Overijssel 	24.879 	94,63 	263 	7,3% 	4,6% 	2,7% 		
Wijchen 	0296 	Gelderland 	41.519 	66,18 	627 	12,6% 	7,6% 	5,0% 		
Wijdemeren 	1696 	Noord-Holland 	24.645 	47,60 	518 	14,4% 	9,0% 	5,4% 		
Wijk bij Duurstede 	0352 	Utrecht 	24.000 	47,62 	504 	11,8% 	6,4% 	5,5% 		
Winterswijk 	0294 	Gelderland 	29.250 	138,14 	212 	14,9% 	8,7% 	6,2% 		
Woensdrecht 	0873 	Noord-Brabant 	22.178 	91,66 	242 	24,0% 	20,5% 	3,5% 		
Woerden 	0632 	Utrecht 	53.253 	88,57 	601 	15,4% 	6,9% 	8,6% 		
Wormerland 	0880 	Noord-Holland 	16.606 	38,59 	430 	14,0% 	6,5% 	7,5% 		
Woudenberg 	0351 	Utrecht 	14.410 	36,53 	3.033 	10,6% 	4,8% 	5,9% 		
Zaanstad 	0479 	Noord-Holland 	159.806 	73,87 	2.163 	33,3% 	10,9% 	22,3% 		
Zaltbommel 	0297 	Gelderland 	30.315 	79,38 	382 	13,9% 	7,9% 	6,0% 		
Zandvoort 	0473 	Noord-Holland 	17.557 	32,12 	547 	23,4% 	14,3% 	9,0% 		
Zeewolde 	0050 	Flevoland 	23.719 	247,23 	96 	18,4% 	12,8% 	5,6% 		
Zeist 	0355 	Utrecht 	66.612 	48,51 	1.373 	23,6% 	9,7% 	14,0% 		
Zevenaar 	0299 	Gelderland 	45.065 	92,60 	487 	14,9% 	10,0% 	4,9% 		
Zoetermeer 	0637 	Zuid-Holland 	127.047 	34,45 	3.688 	32,1% 	10,9% 	21,2% 		
Zoeterwoude 	0638 	Zuid-Holland 	9.465 	21,19 	447 	13,1% 	6,6% 	6,4% 		
Zuidplas 	1892 	Zuid-Holland 	47.114 	58,02 	812 	17,3% 	8,2% 	9,1% 		
Zundert 	0879 	Noord-Brabant 	22.527 	120,65 	187 	16,0% 	12,4% 	3,6% 		
Zutphen 	0301 	Gelderland 	48.545 	40,95 	1.185 	18,1% 	8,6% 	9,5% 		
Zwartewaterland 	1896 	Overijssel 	23.390 	82,49 	284 	6,2% 	3,6% 	2,7% 		
Zwijndrecht 	0642 	Zuid-Holland 	44.992 	20,30 	2.216 	23,2% 	8,2% 	15,0% 		
Zwolle 	0193 	Overijssel 	132.454 	111,10 	1.192 	17,4% 	6,8% 	10,5% 		
